station,sample,split,timestamp,value,hasrain,text
USW00012842,9,input,2007-05-30 05:53:00,23.3,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
USW00012842,9,input,2007-05-30 06:53:00,22.8,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
USW00012842,9,input,2007-05-30 07:53:00,22.2,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
USW00012842,9,input,2007-05-30 08:53:00,21.7,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
USW00012842,9,input,2007-05-30 09:53:00,21.7,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
USW00012842,9,input,2007-05-30 10:53:00,21.1,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
USW00012842,9,input,2007-05-30 11:53:00,22.2,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
USW00012842,9,input,2007-05-30 12:53:00,23.3,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
USW00012842,9,input,2007-05-30 13:53:00,25.6,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
USW00012842,9,input,2007-05-30 14:53:00,26.7,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
USW00012842,9,input,2007-05-30 15:53:00,28.9,False,"The following events were reported: Heavy Rain. These occurred near station USW00012842, approximately 22.0124 km away, between 2007-06-01 12:00:00 and 2007-06-02 18:00:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. The convection associated with the wave became more organized and a tropical depression formed near the western tip of Cuba during the morning of June 1st then became a tropical storm that afternoon. The storm reached it's peak of 50 knots that evening before weakening due to strong wind shear associated with an upper level trough over the northern Gulf of Mexico. Tropical Storm Barry moved northeast and made landfall in the Tampa Bay area around 10 AM on June 2nd with 34 kt to 45 kt winds. ||In Pinellas County the peak wind at the fire station on Treasure Island was 34 knots. The peak wind at Albert Whitted Airport was 28 knots 4:36 PM EST and the peak wind at the St Petersburg/Clearwater International Airport was 32 knots at 2:01 PM EST. A rip current caused one fatality. An unconscious 45-year-old female was found in heavy surf near 178th Avenue in Indian Shores. Fire department rescue did establish a weak pulse but she died four days later on June 6th. Power outages affected about 78,000 customers. People had to canoe across roads in the flood-prone areas of the Shore Acres neighborhood in St. Petersburg. The tidal gauge on the pier at Clearwater Beach recorded a 1.91 foot surge and a 4.78 foot storm tide, both relative to Mean Low Low Water. ||In Hillsborough County the peak wind at MacDill Air Force Base was 39 knots at 801 AM EST. Wind gusts estimated at 45 knots knocked a centruy-old oak onto a four bedroom house in Carrollwood and caused one injury to a 4-year-old girl while she was sleeping. ||In Manatee County the peak wind at the the Bradenton/Sarasota International Airport was 34 knots at 9 AM EST. ||In Sarasota County the peak wind at the Venice C-MAN station was 36 knots at 7 AM EST. ||In Polk County the peak wind at the Winter Haven Airport was 36 knots at 325 PM EST and the peak wind at the Bartow Airport was 34 knots at 350 PM EST. Tropical Storm Barry began as a westward moving tropical wave that created a broad area of low pressure near the eastern coast of the Yucatan Peninsula on May 30th. Event Narrative: The maximum rainfall for this event occurred in Largo with 6.10 inches. Pinellas county received widespread rains of 3.5 to 6 inches. There were numerous reports of minor road flooding in Largo, Seminole, and downtown Saint Petersburg. Rainfall of 4.24 inches was recorded. Widespread rainfall of 2 to 4 inches was found across the county. Fresh water flooding of Bayshore Blvd closed the road from Tampa to Rome Avenue. Rainfall of 4.16 inches was recorded. Widespread rainfall of 2 to 4 inches was observed across the county."
