station,sample,split,timestamp,value,hasrain,text
USW00003927,23,input,2012-08-13 15:00:00,32.2,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-13 16:00:00,34.06666666666667,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-13 17:00:00,35.93333333333333,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-13 18:00:00,37.8,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-13 19:00:00,38.33333333333333,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-13 20:00:00,38.86666666666667,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-13 21:00:00,39.4,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-13 22:00:00,38.86666666666667,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-13 23:00:00,38.33333333333333,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-14 00:00:00,37.8,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-14 01:00:00,35.93333333333333,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
USW00003927,23,input,2012-08-14 02:00:00,34.06666666666667,False,"The following events were reported: Flash Flood, Flood. These occurred near station USW00003927, approximately 28.9425 km away, between 2012-08-18 17:09:00 and 2012-08-18 23:30:00. The flood was caused by Heavy Rain. The events resulted in 0 injuries and 2 fatalities. The events caused property damage valued at 100000.0 and crop damage of 0.0. Episode Narrative: Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Rainfall rates up to 2 in 30 minutes were measured during the event. Areal flooding continued for several hours after the rain had ended. Two males drowned in swollen creeks; one in the city of Dallas, and the other in the city of Fort Worth. In addition, there was one roof collapse in the city of Dallas due to the heavy rainfall. Numerous showers and thunderstorms produced heavy rainfall over the Dallas/Fort Worth area; resulting in flash flooding in Dallas, Tarrant, and southern Denton County. Event Narrative: Highway 114 near the Texas Motor Speedway was flooded under Highway 156. Rainfall totals as high as 2 in 30 minutes were measured during the heavy rain event. Four people were trapped in high water under the railroad bridge near Byron Nelson Blvd and Highway 377 in Roanoke. Several cars were stalled near West Vickery Blvd and Clover Lane in southwest Fort Worth. High water was also reported at Hulen Street and I-30, Hulen St and Camp Bowie Blvd, and Bledsoe and Currie streets. Flash flooding closed Highway 377 in Keller, approximately 1/4 mile north of Keller Haslet Road. Numerous high water rescues were reported around the city of Dallas as the roadways filled with water from heavy rainfall. It was also reported that the entrance to Dallas Love Field (KDAL) was closed due to high water. A 38-year old male drowned while attempting to fish in White Rock Creek near Samuell Blvd and Interstate 30 in East Dallas. The man was attempting to cross the creek, slipped, and fell into the rapidly flowing creek. A creek near Alta Vista Road and Keller Haslet Road in north Fort Worth overflowed its banks. A bridge near the intersection was impassable. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in southern Denton County. Between 1-3 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. Areal flooding continued for several hours after scattered to numerous thunderstorms producing heavy rainfall produced flash flooding in Tarrant County. Most of the areal flooding occurred over the northern half of the county. Between 1-4.5 of rain had fallen over the area; resulting in the flooding of several creeks, underpasses, and streets. At about 10:15 pm CDT, a 33-year old man drowned in a swift moving creek near Trammel Davis Road and South Norwood Drive in Fort Worth. The man stepped into the creek to cool off and was swept off his feet."
