station,sample,split,timestamp,value,hasrain,text
USW00012815,14,input,2021-09-14 21:00:00,26.95,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-14 22:00:00,27.233333333333334,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-14 23:00:00,27.516666666666666,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 00:00:00,27.8,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 01:00:00,27.333333333333336,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 02:00:00,26.866666666666667,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 03:00:00,26.4,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 04:00:00,25.933333333333334,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 05:00:00,25.46666666666667,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 06:00:00,25.0,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 07:00:00,25.0,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 08:00:00,25.0,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 09:00:00,25.0,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 10:00:00,25.0,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 11:00:00,25.0,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 12:00:00,25.0,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
USW00012815,14,input,2021-09-15 13:00:00,26.3,True,"The following events were reported: Flash Flood, Heavy Rain. These occurred near station USW00012815, approximately 38.7526 km away, between 2021-09-19 15:30:00 and 2021-09-19 19:30:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. These thunderstorms were nearly stationary for several hours over northern Seminole County, where hourly rainfall rates of 2 to 4 inches occurred. Much of the Sanford and Lake Mary areas received between 4 and 6 inches of rain within 2 to 3 hours. | |Localized flash flooding occurred in the Sanford area of Seminole County. Numerous streets and sidewalks became impassable due to high standing water,  causing several cars to stall. Water briefly entered one home, several garages nearby, and flooded the property of several businesses in downtown Sanford. A large cluster of thunderstorms developed over Seminole County in the late afternoon due to colliding outflow boundaries. Event Narrative: CoCoRaHS and mesonet reports indicated that between 4 and 6 inches of rain fell in just two to three hours during the late afternoon of September 19. Several observations over five inches were received from Sanford and Lake Mary (the highest value was from a Weather Underground mesonet site in Sanford; 5.90 inches). The ASOS at the Sanford International Airport (KSFB) measured 5.17 inches of rain, with 4.22 inches falling between 1600-1700 LST. Between 4 and 6 inches of rain fell during the late afternoon hours in portions of northern Seminole County. Heavy thunderstorms that were nearly stationary produced significant rainfall accumulations in approximately 2 hours, and this resulted in localized flash flooding in the Sanford area. Standing water reached at least 2 feet in some spots, resulting in numerous road closure and several stalled vehicles. Flood waters briefly entered one home and several nearby garages. Several businesses in Downtown Sanford along 1st Street reported having 2-3 inches of water inside their establishments."
