station,sample,split,timestamp,value,hasrain,text
USW00012815,16,input,2022-11-05 13:00:00,22.983333333333334,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-05 14:00:00,24.266666666666666,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-05 15:00:00,25.549999999999997,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-05 16:00:00,26.833333333333332,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-05 17:00:00,28.116666666666667,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-05 18:00:00,29.4,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-05 19:00:00,28.766666666666666,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-05 20:00:00,28.133333333333333,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-05 21:00:00,27.5,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-05 22:00:00,26.866666666666667,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-05 23:00:00,26.233333333333334,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-06 00:00:00,25.6,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-06 01:00:00,25.21666666666667,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-06 02:00:00,24.833333333333336,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-06 03:00:00,24.450000000000003,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-06 04:00:00,24.066666666666666,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-06 05:00:00,23.683333333333334,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-06 06:00:00,23.3,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
USW00012815,16,input,2022-11-06 07:00:00,23.21666666666667,False,"The following events were reported: Flood. These occurred near station USW00012815, approximately 44.0558 km away, between 2022-11-08 12:00:00 and 2022-11-10 20:00:00. The flood was caused by Heavy Rain / Tropical System. Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: Hurricane Nicole made landfall near Vero Beach, Florida as a Category 1 Hurricane on Thursday, November 10, 2023 with estimated maximum sustained winds of 75 mph. The system was originally classified as a subtropical storm after forming several hundred miles east of the Bahamas before it gained tropical characteristics as it approached Grand Bahama and Abaco Island. The interplay between Nicole and an expansive area of high pressure over the eastern United States produced a large wind field of tropical storm force over the western Atlantic, with a long northeast fetch that stretched over 1000 miles. These onshore winds generated very large seas in excess of 30 feet offshore, which over multiple unusually high tide cycles, led to moderate to severe beach erosion across east central Florida. Damage to coastal structures was extensive, particularly across Volusia County where an already weakened shoreline due to Hurricane Ian succumbed to the long-duration high surf event. Two indirect storm-related fatalities were reported in Orange County. Event Narrative: Rainfall totals of 4-7 inches, which fell between 0700EST on the 8th and 1500EST on the 10th, led to generally minor street flooding across portions of the county. The St. Johns River at Sanford, which was already in minor flood stage due to remnant effects from Ian, experienced water level rises to moderate flood stage on Thu. Nov. 10. Above Lake Harney at Geneva, the river, which was already in minor flood stage, experienced slow rises into moderate flood stage in the days after. A small number of structures experienced at least some damage according to reports; however, official estimates were unavailable at the time of this writing."
