station,sample,split,timestamp,value,hasrain,text
USW00003947,21,input,2008-12-23 19:00:00,0.7666666666666667,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-23 20:00:00,0.9333333333333333,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-23 21:00:00,1.1,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-23 22:00:00,1.1,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-23 23:00:00,1.1,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 00:00:00,1.1,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 01:00:00,1.05,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 02:00:00,1.0,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 03:00:00,1.1,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 04:00:00,1.1,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 05:00:00,1.1,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 06:00:00,1.1,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 07:00:00,-1.2999999999999998,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 08:00:00,-3.6999999999999997,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 09:00:00,-6.1,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
USW00003947,21,input,2008-12-24 10:00:00,-7.033333333333333,False,"The following events were reported: Flood, Hail, Thunderstorm Wind. These occurred near station USW00003947, approximately 33.5109 km away, between 2008-12-27 00:45:00 and 2008-12-28 20:23:00. The events included records with hailstones measuring 46.275 inches. The flood was caused by Heavy Rain. Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 8000.0 and crop damage of 0.0. Episode Narrative: An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Thanks in part to a large and powerful storm system which developed across the Great Basin. Temperatures in the afternoon of the 26th, soared to records levels in the upper 60s. By the evening hours of the 26th, the powerful upper level storm system|was beginning to bear down on the Central Plains. A potent cold front|was swinging through Nebraska and Iowa, with the development of|thunderstorm activity, across much of eastern Kansas and west central|Missouri. This thunderstorm activity, while strong to severe, caused|little in the way of damage. However, it did produce flash flooding in|areas from Warrensburg, Missouri to Moberly, Missouri.||After midnight, a large line of thunderstorms, began to develop further to the west, along the cold front stretching from central Kansas into northwestern Missouri. Additional thunderstorms developed in areas near Emporia, Kansas by 3 am on the 27th. These thunderstorms would go on to produce widespread wind damage, as they lifted northeast into the Kansas City Metropolitan area, and areas to the south and east.||Heavy rains of one to two inches was common across the area, and combined with the frozen ground, led to rapid runoff and flash flooding. Several rivers also went above flood stage. An abnormally warm and humid air mass, spread across Kansas and Missouri on December 26, 2008. Event Narrative: Power lines and trees were down because of thunderstorm wind gusts. The Platte River near Agency crested at 22.27 feet, or 2.27 feet above flood stage. Power lines and trees were downed and a roof was damaged at an apartment complex. Large branches and power lines were reported down in southern Kansas City. Numerous trees were reported down near Interstate 470 and Blue Ridge Boulevard. Thunderstorm winds gusted to 60 mph and caused minor damage at the Downtown Kansas City Airport."
